SEASON_ID,Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,SEASON,Home or Road,Adversary,Adversary Name,Game Score
22023,1630595,22300874,2024-03-03,DET @ ORL,L,23,4,12,0.333,1,4,0.25,0,0,0.0,0,2,2,7,1,0,1,2,9,-21,2023-24,Road,ORL,Orlando Magic,91 - 113
22023,1630595,22300857,2024-03-01,DET vs. CLE,L,37,6,19,0.316,2,8,0.25,7,7,1.0,0,3,3,10,1,0,1,3,21,3,2023-24,Home,CLE,Cleveland Cavaliers,100 - 110
22023,1630595,22300839,2024-02-27,DET @ CHI,W,36,9,13,0.692,3,5,0.6,5,7,0.714,1,4,5,5,0,1,3,0,26,23,2023-24,Road,CHI,Chicago Bulls,105 - 95
22023,1630595,22300828,2024-02-26,DET @ NYK,L,36,10,19,0.526,5,7,0.714,7,8,0.875,2,3,5,8,0,2,5,1,32,3,2023-24,Road,NYK,New York Knicks,111 - 113
22023,1630595,22300814,2024-02-24,DET vs. ORL,L,31,11,20,0.55,4,7,0.571,0,0,0.0,1,6,7,4,1,0,3,4,26,-1,2023-24,Home,ORL,Orlando Magic,109 - 112
22023,1630595,22300793,2024-02-22,DET @ IND,L,30,13,21,0.619,4,9,0.444,0,0,0.0,0,5,5,8,1,0,3,4,30,10,2023-24,Road,IND,Indiana Pacers,115 - 129
22023,1630595,22300787,2024-02-14,DET @ PHX,L,26,5,11,0.455,0,1,0.0,3,5,0.6,1,3,4,8,1,2,5,3,13,-17,2023-24,Road,PHX,Phoenix Suns,100 - 116
22023,1630595,22300776,2024-02-13,DET @ LAL,L,25,4,15,0.267,0,2,0.0,4,4,1.0,1,6,7,7,0,0,0,1,12,-17,2023-24,Road,LAL,Los Angeles Lakers,111 - 125
22023,1630595,22300749,2024-02-10,DET @ LAC,L,35,9,18,0.5,1,3,0.333,3,3,1.0,0,6,6,10,0,1,2,2,22,2,2023-24,Road,LAC,Los Angeles Clippers,106 - 112
22023,1630595,22300741,2024-02-08,DET @ POR,W,39,8,17,0.471,1,5,0.2,6,6,1.0,0,2,2,5,0,0,2,0,23,7,2023-24,Road,POR,Portland Trail Blazers,128 - 122
22023,1630595,22300704,2024-02-04,DET vs. ORL,L,32,6,14,0.429,1,3,0.333,5,7,0.714,0,5,5,7,2,0,1,2,18,-8,2023-24,Home,ORL,Orlando Magic,99 - 111
22023,1630595,22300688,2024-02-02,DET vs. LAC,L,33,7,17,0.412,1,3,0.333,1,1,1.0,0,3,3,11,1,0,4,4,16,-11,2023-24,Home,LAC,Los Angeles Clippers,125 - 136
22023,1630595,22300675,2024-01-31,DET @ CLE,L,31,8,16,0.5,2,4,0.5,1,2,0.5,0,2,2,7,2,1,0,4,19,-22,2023-24,Road,CLE,Cleveland Cavaliers,121 - 128
22023,1630595,22300642,2024-01-27,DET vs. WAS,L,35,7,17,0.412,2,3,0.667,4,6,0.667,0,4,4,12,0,0,7,3,20,-6,2023-24,Home,WAS,Washington Wizards,104 - 118
22023,1630595,22300502,2024-01-07,DET @ DEN,L,11,1,6,0.167,1,2,0.5,0,0,0.0,0,3,3,3,0,0,0,2,3,-2,2023-24,Road,DEN,Denver Nuggets,114 - 131
22023,1630595,22300490,2024-01-05,DET @ GSW,L,35,13,22,0.591,1,7,0.143,3,3,1.0,0,5,5,3,0,1,2,2,30,-7,2023-24,Road,GSW,Golden State Warriors,109 - 113
22023,1630595,22300474,2024-01-03,DET @ UTA,L,40,12,21,0.571,3,7,0.429,4,5,0.8,0,5,5,13,1,0,6,5,31,-13,2023-24,Road,UTA,Utah Jazz,148 - 154
